ID,COMMUNITY.AREA.NAME,BUILDING_SUBTYPE,TOTAL.KWH,THERMS.TOTAL.SQFT,KWH.MEAN.2010,THERM.MEAN.2010,THERMS.SQFT.MEAN.2010,Age_Group
15915,West Lawn,Single Family,174297,20755,9683.17,1305.74,1092.37,Middle2
15923,West Lawn,Single Family,159076,20555,8837.56,1278.5,1141.94,Middle2
15934,West Lawn,Single Family,146930,19714,10495,1477.69,1232.13,Middle3
15937,West Lawn,Single Family,88940,14235,7411.67,1237.75,1186.25,Middle3
15939,West Lawn,Single Family,110283,15231,7877.36,1289.79,1087.93,Middle3
15940,West Lawn,Single Family,104618,16122,7472.71,1545.43,1151.57,Middle2
15941,West Lawn,Single Family,144737,18237,10338.36,1375.87,1215.8,Middle3
15944,West Lawn,Single Family,120998,16415,8642.71,1336.57,1172.5,Middle2
15946,West Lawn,Single Family,127984,17797,9141.71,1333.07,1186.47,Middle3
15948,West Lawn,Single Family,108412,15272,7743.71,1401.31,1174.77,Middle2
15949,West Lawn,Single Family,129566,14320,9254.71,1501.36,1022.86,Middle2
15954,West Lawn,Single Family,148013,20321,8222.94,1211.22,1128.94,Middle3
15956,West Lawn,Single Family,161256,23032,8062.8,1370.85,1151.6,Middle3
15957,West Lawn,Single Family,104969,16472,7497.79,1304.73,1098.13,Middle3
15960,West Lawn,Single Family,139918,14809,9327.87,1307.46,1139.15,Middle2
15971,West Lawn,Single Family,32433,6041,6486.6,1009.8,1208.2,Middle1
15980,West Lawn,Single Family,154277,16594,11019.79,1365.81,1037.13,Middle2
15986,West Lawn,Single Family,106425,16457,8186.54,1261.14,1175.5,Middle2
15993,West Lawn,Single Family,113210,16655,6659.41,1139.53,979.71,Middle2
16009,West Lawn,Single Family,13158,2069,6579,1278.5,1034.5,Middle2
16016,West Lawn,Single Family,169688,18680,9427.11,1241.61,1037.78,Middle1
16018,West Lawn,Single Family,68279,9147,8534.88,1336.38,1143.38,Middle1
16024,West Lawn,Single Family,160968,19221,10060.5,1269.06,1130.65,Middle2
16026,West Lawn,Single Family,77733,9632,8637,1232.11,1070.22,Middle2
16027,West Lawn,Single Family,132689,22232,8845.93,1175.05,1170.11,Middle2
16030,West Lawn,Single Family,117321,14043,8380.07,1218.43,1003.07,Middle2
16033,West Lawn,Single Family,124306,20763,6905.89,1208.84,1092.79,Middle2
16037,West Lawn,Single Family,88666,11120,9851.78,1282,1235.56,Middle1
16042,West Lawn,Single Family,81855,12393,8185.5,1153.58,1032.75,Middle2
16050,West Lawn,Single Family,134306,20287,7461.44,1279.17,1127.06,Middle2
16052,West Lawn,Single Family,117034,12830,9752.83,1227.67,1069.17,Middle2
16053,West Lawn,Single Family,163084,21117,11648.86,1469.94,1319.81,Middle2
16054,West Lawn,Single Family,164621,19736,9683.59,1391.76,1160.94,Middle2
16057,West Lawn,Single Family,135110,20590,8444.38,1312,1143.89,Middle2
16058,West Lawn,Single Family,108921,18376,7780.07,1235.25,1148.5,Middle2
16059,West Lawn,Single Family,103293,16466,7945.62,1242.43,1176.14,Middle2
16062,West Lawn,Single Family,113249,17987,7078.06,1214.82,1058.06,Middle2
16063,West Lawn,Single Family,120877,15240,8634.07,1227.43,1088.57,Middle2
16065,West Lawn,Single Family,141871,19047,7881.72,1074.95,1002.47,Middle2
16082,West Lawn,Single Family,110666,15010,7904.71,1194.57,1072.14,Middle2
16083,West Lawn,Single Family,140674,19886,8792.13,1294.94,1169.76,Middle1
16089,West Lawn,Single Family,136024,16298,10463.38,1166.43,1164.14,Middle2
16091,West Lawn,Single Family,109165,16499,7797.5,1155.87,1099.93,Middle2
16093,West Lawn,Single Family,125244,15690,10437,1154.27,1046,Middle2
16094,West Lawn,Single Family,82464,12953,6343.38,994.15,996.38,Middle2
16095,West Lawn,Single Family,123852,13688,10321,1167.75,1140.67,Middle2
16100,West Lawn,Single Family,178401,19051,9389.53,1192,1058.39,Middle2
16110,West Lawn,Single Family,51534,8088,8589,1221,1155.43,Middle2
16112,West Lawn,Single Family,97369,13080,8114.08,1053.5,1090,Middle2
16121,West Lawn,Single Family,113476,15824,8105.43,1209.27,1054.93,Middle2
16124,West Pullman,Single Family,4715,3339,2357.5,1176.67,1113,Ancient
16127,West Pullman,Single Family,116285,20160,6460.28,1372.84,1061.05,Ancient
16129,West Pullman,Single Family,33163,8594,4737.57,1203.13,1074.25,Ancient
16145,West Pullman,Single Family,35676,8119,5946,1226.14,1159.86,Middle2
16149,West Pullman,Single Family,17561,3833,5853.67,1706.33,1277.67,Middle3
16155,West Pullman,Single Family,15016,3622,7508,1550.67,1207.33,Ancient
16156,West Pullman,Single Family,24179,3440,8059.67,1853,1146.67,Middle3
16159,West Pullman,Single Family,39245,8725,6540.83,1414.43,1246.43,Ancient
16170,West Pullman,Single Family,32560,4929,8140,1084.75,1232.25,Middle2
16177,West Pullman,Single Family,78260,5798,9782.5,2306.6,1159.6,Middle3
16179,West Pullman,Single Family,42420,7171,10605,1553.8,1434.2,Middle2
16180,West Pullman,Single Family,43359,8299,8671.8,1999.71,1185.57,Ancient
16182,West Pullman,Single Family,81347,7056,13557.83,1434.33,1176,Ancient
16186,West Pullman,Single Family,23042,3476,11521,1047.33,1158.67,Middle1
16187,West Pullman,Single Family,21506,3046,10753,1090.67,1015.33,Middle3
16197,West Pullman,Single Family,31790,7228,7947.5,1881.17,1204.67,Middle3
16200,West Pullman,Single Family,20822,3292,6940.67,1233,1097.33,Middle3
16202,West Pullman,Single Family,70729,7166,14145.8,1563.33,1194.33,Middle3
16206,West Pullman,Single Family,70867,5401,10123.86,1822,1080.2,Middle3
16208,West Pullman,Single Family,29174,6403,7293.5,1388,1280.6,Ancient
16215,West Pullman,Single Family,8902,2049,4451,1523.5,1024.5,Middle3
16218,West Pullman,Single Family,63474,9500,7052.67,1118.13,1187.5,Middle2
16224,West Pullman,Single Family,62637,7204,8948.14,1325.14,1029.14,Middle3
16227,West Pullman,Single Family,63693,7231,9099,1659.33,1205.17,Ancient
16229,West Pullman,Single Family,24490,3852,8163.33,1730.33,1284,Middle3
16231,West Pullman,Single Family,50207,8427,7172.43,1670.25,1053.38,Middle3
16236,West Pullman,Single Family,56383,6573,9397.17,1353,1095.5,Middle3
16253,West Pullman,Single Family,32965,6369,6593,1139.67,1061.5,Middle2
16256,West Pullman,Single Family,14030,4505,3507.5,1357.75,1126.25,Middle3
16257,West Pullman,Single Family,61129,6223,7641.13,1593.33,1037.17,Middle3
16266,West Pullman,Single Family,78330,10133,8703.33,1457.78,1125.89,Middle3
16269,West Pullman,Single Family,27178,3622,5435.6,1185.33,1207.33,Middle3
16278,West Pullman,Single Family,30003,4682,7500.75,1590.25,1170.5,Middle3
16290,West Pullman,Single Family,29638,3182,9879.33,1194.67,1060.67,Ancient
16291,West Pullman,Single Family,42192,7525,6027.43,1460.5,1254.17,Middle3
16293,West Pullman,Single Family,35128,5309,7025.6,1383.8,1061.8,Middle3
16295,West Pullman,Single Family,58706,7416,8386.57,1664,1236,Middle3
16296,West Pullman,Single Family,23011,2705,7670.33,2287.67,1352.5,Middle2
16311,West Pullman,Single Family,42330,6469,7055,1468.67,1078.17,Middle2
16314,West Pullman,Single Family,58559,10560,5855.9,855.6,1056,Newer
16321,West Pullman,Single Family,115498,15563,7699.87,1291.43,1111.64,Middle1
16324,West Pullman,Single Family,146570,14050,10469.29,1358.31,1080.77,Middle1
16328,West Pullman,Single Family,141106,21300,7839.22,1364.2,1065,Middle1
16335,West Pullman,Single Family,13178,3471,6589,1253.33,1157,Middle1
16340,West Pullman,Single Family,98329,15029,7023.5,1510.92,1156.08,Middle1
16352,West Pullman,Single Family,55328,10505,6147.56,1303,1050.5,Middle1
16355,West Pullman,Single Family,95511,16886,6822.21,1434.53,1125.73,Middle1
16356,West Pullman,Single Family,128788,14136,9199.14,1304.17,1178,Middle1
16357,West Pullman,Single Family,106252,14140,8173.23,1487.38,1087.69,Middle1
16360,West Pullman,Single Family,144461,16420,9630.73,1565.86,1172.86,Middle1
16362,West Pullman,Single Family,136934,19140,8054.94,1407.44,1063.33,Middle1
16364,West Pullman,Single Family,117192,19413,7324.5,1361.53,1141.94,Middle1
16365,West Pullman,Single Family,132808,19968,7378.22,1250.26,1050.95,Middle1
16368,West Pullman,Single Family,107429,15740,8263.77,1423.21,1124.29,Middle1
16374,West Pullman,Single Family,114777,18680,7173.56,1605.71,1098.82,Middle1
16379,West Pullman,Single Family,116116,13000,8932,1175,928.57,Middle1
16382,West Pullman,Single Family,107850,13985,7703.57,1581.62,1075.77,Middle1
16384,West Pullman,Single Family,120110,15705,9239.23,1222,1121.79,Middle1
16387,West Pullman,Single Family,58089,7752,8298.43,1561.29,1107.43,Middle1
16388,West Pullman,Single Family,23082,2325,11541,1710,1162.5,Middle1
16390,West Pullman,Single Family,33425,5847,6685,1313.8,1169.4,Middle3
16394,West Pullman,Single Family,101844,11896,8487,1171.55,1081.45,Middle2
16422,West Pullman,Single Family,50802,7132,7257.43,1228.14,1018.86,Newer
16424,West Pullman,Single Family,87987,12266,9776.33,1324.6,1226.6,Newer
16430,West Pullman,Single Family,58590,7035,9765,1492.5,1172.5,Middle3
16436,West Pullman,Single Family,63214,11425,7023.78,1260,1142.5,Middle3
16438,West Pullman,Single Family,72446,10065,9055.75,1584,1258.13,Middle3
16444,West Pullman,Single Family,91130,13709,9113,1338.5,1142.42,Middle3
16450,West Pullman,Single Family,32418,4460,8104.5,1360.5,1115,Middle3
16470,West Pullman,Single Family,64040,8099,8005,1557.14,1157,Middle3
16472,West Pullman,Single Family,113359,12888,10305.36,1165.33,1074,Middle3
16473,West Pullman,Single Family,129439,16833,9245.64,1798.46,1294.85,Middle3
16474,West Pullman,Single Family,71229,11969,8903.63,1981.3,1196.9,Middle3
16476,West Pullman,Single Family,42795,5717,8559,1352.6,1143.4,Middle1
16479,West Pullman,Single Family,144106,13199,12008.83,1628.2,1319.9,Middle3
16482,West Pullman,Single Family,71434,11584,8929.25,1723.9,1158.4,Middle3
16488,West Pullman,Single Family,20467,4374,5116.75,1146.75,1093.5,Middle2
16492,West Pullman,Single Family,81099,13200,8109.9,1131.27,1200,Middle3
16497,West Pullman,Single Family,124538,16546,10378.17,1310,1181.86,Middle2
16500,West Pullman,Single Family,125719,16474,8381.27,1273,1176.71,Middle2
16503,West Pullman,Single Family,93949,15652,7226.85,1392.15,1204,Middle2
16508,West Pullman,Single Family,145255,15931,9078.44,1356.6,1062.07,Middle2
16512,West Pullman,Single Family,160659,18360,10710.6,1334.93,1224,Middle2
16515,West Pullman,Single Family,34796,3574,8699,1546,1191.33,Middle2
16525,West Pullman,Single Family,109522,14876,8424.77,1334.67,1239.67,Middle2
16532,West Pullman,Single Family,58215,7672,6468.33,1585.57,1096,Middle2
16538,West Pullman,Single Family,59629,7054,8518.43,1031.29,1007.71,Middle2
16543,West Pullman,Single Family,62804,9532,7850.5,1020.25,1191.5,Middle1
16545,West Pullman,Single Family,143474,14482,10248.14,1278.54,1114,Middle2
16564,West Pullman,Single Family,48282,5374,9656.4,1082.8,1074.8,Middle2
16567,West Pullman,Single Family,56772,8887,7096.5,1179.88,1110.88,Middle2
16574,West Pullman,Single Family,121594,13253,9353.38,1501.75,1104.42,Middle2
16575,West Pullman,Single Family,105897,15883,8145.92,1254.6,1058.87,Middle2
16580,West Pullman,Single Family,99187,14364,7629.77,1292.45,1305.82,Middle2
16587,West Pullman,Single Family,120502,17707,8033.47,1222.8,1180.47,Middle2
16590,West Pullman,Single Family,106561,10371,9687.36,1452.78,1152.33,Middle2
16593,West Pullman,Single Family,26688,2307,6672,979,1153.5,Middle2
16595,West Pullman,Single Family,6133,3530,3066.5,1580,1176.67,Ancient
16607,West Pullman,Single Family,36305,5972,9076.25,1685.4,1194.4,Middle3
16614,West Pullman,Single Family,70513,12718,6410.27,1419.09,1156.18,Middle2
16615,West Pullman,Single Family,74609,12828,6782.64,1325.4,1282.8,Middle2
16617,West Pullman,Single Family,110125,12592,8471.15,1407,1144.73,Middle2
16619,West Pullman,Single Family,119627,15560,7476.69,1347.92,1196.92,Middle2
16621,West Pullman,Single Family,81476,16135,6789.67,1394.92,1241.15,Middle2
16633,West Pullman,Single Family,114368,20756,7624.53,1102.94,1220.94,Middle2
16637,West Pullman,Single Family,88344,9272,11043,1729.25,1159,Middle2
16640,West Pullman,Single Family,79005,12822,6583.75,1280.25,1068.5,Middle2
16645,West Pullman,Single Family,104640,14194,8049.23,1284,1182.83,Middle2
16648,West Pullman,Single Family,140605,16906,10043.21,1418.71,1207.57,Middle2
16651,West Pullman,Single Family,72274,13342,7227.4,1291.42,1111.83,Middle2
16661,West Pullman,Single Family,66285,9520,8285.63,1363.33,1057.78,Middle2
16669,West Pullman,Single Family,42886,4134,10721.5,1093.5,1033.5,Middle2
16671,West Pullman,Single Family,28663,4626,7165.75,1275.5,1156.5,Middle2
16674,West Pullman,Single Family,96187,12753,6870.5,1252.64,1159.36,Middle2
16687,West Pullman,Single Family,89456,16733,7454.67,1212.14,1195.21,Middle2
16694,West Pullman,Single Family,17957,2327,8978.5,1350,1163.5,Middle2
16699,West Pullman,Single Family,51725,6201,10345,1526.8,1240.2,Middle1
16702,West Pullman,Single Family,149353,12943,12446.08,1412.91,1176.64,Middle1
16708,West Pullman,Single Family,65284,10437,6528.4,1137.4,1043.7,Middle2
16709,West Pullman,Single Family,126006,11926,11455.09,1343.73,1084.18,Middle2
16713,West Pullman,Single Family,55697,3366,13924.25,1531.67,1122,Middle1
16726,West Pullman,Single Family,169013,21772,7348.39,1016.86,1036.76,Middle1
16728,West Pullman,Single Family,54989,6615,7855.57,1532.33,1102.5,Middle2
16730,West Pullman,Single Family,92242,12935,9224.2,1426.55,1175.91,Middle1
16733,West Pullman,Single Family,95158,12953,7929.83,1123.18,1177.55,Middle2
16734,West Pullman,Single Family,47664,6834,5958,952.17,1139,Middle2
16737,West Pullman,Single Family,47872,6640,7978.67,1273.83,1106.67,Middle2
16738,West Pullman,Single Family,85301,9506,9477.89,1173.25,1188.25,Middle2
16743,West Pullman,Single Family,36546,3430,9136.5,1071.33,1143.33,Middle3
16746,West Pullman,Single Family,26102,4545,8700.67,1205.5,1136.25,Middle2
16749,West Pullman,Single Family,35064,3192,8766,1806,1064,Middle3
16750,West Pullman,Single Family,33990,3159,11330,1177.33,1053,Middle2
16751,West Pullman,Single Family,37429,5774,7485.8,1267,962.33,Middle2
16757,West Pullman,Single Family,58452,7700,8350.29,1340.71,1100,Middle2
16758,West Pullman,Single Family,23043,4969,4608.6,1362.8,993.8,Middle2
16761,West Ridge,Single Family,29152,6388,5830.4,1012,1277.6,Newer
16762,West Ridge,Single Family,18745,3947,6248.33,1429,1315.67,Middle2
16763,West Ridge,Single Family,55637,6386,9272.83,1106.5,1064.33,Newer
16777,West Ridge,Single Family,23792,5042,7930.67,1254,1260.5,Middle1
16779,West Ridge,Single Family,105133,19705,7008.87,1075.59,1159.12,Middle2
16785,West Ridge,Single Family,118144,19752,8438.86,1211.2,1316.8,Middle2
16790,West Ridge,Single Family,22733,3085,7577.67,1161,1028.33,Middle2
16801,West Ridge,Single Family,34759,7248,6951.8,1567.5,1208,Middle3
16802,West Ridge,Single Family,28611,5152,7152.75,945.25,1288,Newer
16804,West Ridge,Single Family,168330,16311,12023.57,1341.6,1087.4,Middle2
16832,West Ridge,Single Family,41564,4619,13854.67,1154.75,1154.75,Middle2
16836,West Ridge,Single Family,81671,8274,11667.29,1269.86,1182,Middle2
16840,West Ridge,Multi < 7,57141,3545,8163,1002.57,1181.67,Middle2
16841,West Ridge,Single Family,97549,20332,6503.27,815,1196,Newer
16842,West Ridge,Single Family,83004,13921,9222.67,1077.36,1265.55,Middle2
16844,West Ridge,Single Family,37786,3867,12595.33,1251,1289,Middle3
16854,West Ridge,Single Family,32250,6621,10750,1425.4,1324.2,Middle3
16860,West Ridge,Single Family,62491,11393,7811.38,1044.11,1265.89,Middle2
16871,West Ridge,Single Family,40224,6642,6704,869.67,1107,Newer
16872,West Ridge,Single Family,102200,12632,9290.91,1177.36,1148.36,Middle2
16877,West Ridge,Single Family,37943,6594,6323.83,1036.33,1099,Middle2
16878,West Ridge,Single Family,24181,2476,12090.5,1523.5,1238,Middle2
16888,West Ridge,Single Family,59758,11520,5975.8,1344.78,1280,Middle1
16904,West Ridge,Single Family,96029,16641,7386.85,1363.69,1280.08,Middle3
16910,West Ridge,Single Family,102271,16504,8522.58,1253.64,1178.86,Middle2
16916,West Ridge,Single Family,28473,3618,9491,1105.67,1206,Middle2
16926,West Ridge,Single Family,92320,10952,9232,1153.89,1216.89,Middle2
16943,West Ridge,Single Family,103186,22910,7370.43,1296.83,1272.78,Middle3
16946,West Ridge,Single Family,33063,7370,6612.6,978.5,1228.33,Middle2
16947,West Ridge,Single Family,82237,10642,10279.63,1475.5,1330.25,Middle2
16949,West Ridge,Single Family,38878,8750,6479.67,1252.14,1250,Middle2
16951,West Ridge,Single Family,15350,2692,7675,1657,1346,Ancient
16957,West Town,Single Family,31204,4975,15602,1971.5,1243.75,Ancient
16958,West Town,Single Family,61417,6255,12283.4,896.2,1251,Middle1
16959,West Town,Single Family,18966,2560,9483,1686,1280,Ancient
16963,West Town,Commercial,41881,4981,6980.17,1033.33,1245.25,Newer
16964,West Town,Single Family,29528,4490,7382,1596,1122.5,Ancient
16967,West Town,Single Family,102513,6296,17085.5,1596.6,1259.2,Middle3
16975,West Town,Single Family,25453,2190,12726.5,1497,1095,Middle2
16978,West Town,Single Family,57883,5244,11576.6,1162.6,1311,Middle1
16988,West Town,Single Family,24205,2509,12102.5,1671,1254.5,Newer
16992,West Town,Single Family,107029,8927,17838.17,1608.71,1275.29,Middle3
16995,West Town,Single Family,22731,2524,11365.5,2287.5,1262,Newer
16996,West Town,Commercial,48907,2303,24453.5,1829,1151.5,Newer
16997,West Town,Commercial,45304,2393,15101.33,1823.5,1196.5,Newer
16998,West Town,Single Family,72044,6154,18011,1916,1230.8,Middle2
17005,West Town,Commercial,36095,2285,18047.5,2354,1142.5,Middle2
17007,West Town,Single Family,48499,4910,12124.75,1404,1227.5,Middle3
17014,West Town,Multi < 7,29921,4303,9973.67,2139.33,1434.33,Ancient
17026,West Town,Single Family,54103,5242,13525.75,1431.5,1310.5,Middle3
17031,West Town,Single Family,52098,6261,10419.6,1740.4,1252.2,Ancient
